"Guid","AccountId","AssistantName","AssistantPhone","Birthdate","Department","Description","Email","EmailBouncedReason","Fax","FirstName","HomePhone","Jigsaw","LastName","LeadSource","MailingCity","MailingCountry","MailingGeocodeAccuracy","MailingLatitude","MailingLongitude","MailingPostalCode","MailingState","MailingStreet","MobilePhone","OtherCity","OtherCountry","OtherGeocodeAccuracy","OtherLatitude","OtherLongitude","OtherPhone","OtherPostalCode","OtherState","OtherStreet","OwnerId","Phone","ReportsToId","Salutation","Title","ccrz__CompanyName__c","ccrz__CompanyType__c","ccrz__DataId__c","ccrz__IsPortalUser__c","ccrz__SelfRegistered__c"
0517d81a-5c41-45ad-aa06-c523a47451b0,4eb54d1b-5337-439d-a084-1a1f018e6beb,"#N/A","#N/A","#N/A","#N/A","#N/A",jmanningcongagdo+496@gmail.com,"#N/A","#N/A",Elinor,"#N/A","#N/A",Glendon,"#N/A",GLENTHOMPSON,Australia,"#N/A","#N/A","#N/A","#N/A",VIC,88 Bailey Street,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",3293,"#N/A","#N/A",2028edef-a2c5-470e-9b91-496795d5b04c,(03) 5338 3928,"#N/A","#N/A",SVP,Prodly,"#N/A","#N/A",false,false
05639538-a522-4646-902b-68a0832e5257,0ef62282-ac48-476c-93cb-619978d8b0e0,"#N/A","#N/A","#N/A","#N/A","#N/A",jmanningcongagdo+288@gmail.com,"#N/A","#N/A",Timmi,"#N/A","#N/A",Berkley,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",2028edef-a2c5-470e-9b91-496795d5b04c,(680) 398-2898,"#N/A","#N/A",SVP,Prodly,"#N/A","#N/A",false,false
060a20b9-45fd-40fd-9c01-94467471e60e,beb48587-db52-4f81-8a5e-863c49536869,"#N/A","#N/A","#N/A","#N/A","Rick Damron was promoted to chief operating officer in 2012. He is responsible for delivering the customer experience, including oversight of store operations, sales and service fulfillment, product fulfillment, real estate and facilities, and loss prevention and safety.",jmanningcongagdo+727@gmail.com,"#N/A","#N/A",Monika,"#N/A","#N/A",Rubin,"#N/A",Houston,USA,"#N/A","#N/A","#N/A",77504,TX,Reliant Parkway,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",2028edef-a2c5-470e-9b91-496795d5b04c,(297) 413-1450,"#N/A","#N/A",COO,Prodly,"#N/A","#N/A",false,false
06b78ba3-26ef-4b77-b9e9-7e3cd76d8b8f,66212298-ff7c-40d8-9c0c-56e19a7677b2,"#N/A","#N/A","#N/A","#N/A","#N/A",jmanningcongagdo+350@gmail.com,"#N/A","#N/A",Dori,"#N/A","#N/A",Saunders,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",2028edef-a2c5-470e-9b91-496795d5b04c,(219) 346-5121,"#N/A","#N/A",CFO,Prodly,"#N/A","#N/A",false,false
06f482e2-fd4f-47f7-b890-2018bcde551f,c3021698-8d97-47ee-a6ba-954d86397e04,"#N/A","#N/A","#N/A","#N/A","#N/A",jmanningcongagdo+597@gmail.com,"#N/A","#N/A",Deerdre,"#N/A","#N/A",Ransell,"#N/A",Denver,USA,"#N/A","#N/A","#N/A",80204,CO,1701 Bryant Street,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",2028edef-a2c5-470e-9b91-496795d5b04c,(115) 816-6063,"#N/A","#N/A",CEO,Prodly,"#N/A","#N/A",false,false
07d3d3e9-548f-41ad-aff4-aab8a368eb93,a324ca28-3b72-4641-8246-62a765d5f1e4,"#N/A","#N/A","#N/A","#N/A","#N/A",jmanningcongagdo+420@gmail.com,"#N/A","#N/A",Jere,"#N/A","#N/A",Bruce,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",2028edef-a2c5-470e-9b91-496795d5b04c,(688) 761-6550,"#N/A","#N/A",CFO,Prodly,"#N/A","#N/A",false,false
07f7490e-154e-48d9-b97a-0da72a24abe2,0a879aaa-0ace-40d6-b4c7-08843c9562fe,"#N/A","#N/A","#N/A","#N/A","#N/A",jmanningcongagdo+108@gmail.com,"#N/A","#N/A",Rheta,"#N/A","#N/A",Rutledge,"#N/A",Marple,UK,"#N/A","#N/A","#N/A",SK6 4HJ,"#N/A",14 Ross Road,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",2028edef-a2c5-470e-9b91-496795d5b04c,81 0017 4455,"#N/A","#N/A",CEO,Prodly,"#N/A","#N/A",false,false
08922449-4a81-4fc1-989b-441f7d3f588c,f115b172-5cef-43b6-80e5-7dc6fb7cb545,"#N/A","#N/A","#N/A","#N/A","#N/A",jmanningcongagdo+355@gmail.com,"#N/A","#N/A",Gussie,"#N/A","#N/A",Mahmoud,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",2028edef-a2c5-470e-9b91-496795d5b04c,(319)461-4464,"#N/A","#N/A",CEO,Prodly,"#N/A","#N/A",false,false
08b34d18-2844-44c8-a27f-8f80050b0896,c3c58820-5f46-46e2-addd-4421277969ac,"#N/A","#N/A","#N/A","#N/A","#N/A",jmanningcongagdo+149@gmail.com,"#N/A","#N/A",Nerta,"#N/A","#N/A",Car,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",2028edef-a2c5-470e-9b91-496795d5b04c,(652) 154-3164,"#N/A","#N/A",Contract Manager,Prodly,"#N/A","#N/A",false,false
08ceb21b-8402-47bf-ac70-4e2505eb611a,77b9ab17-f3b2-4e50-836f-bda78d04a97e,"#N/A","#N/A","#N/A","#N/A","#N/A",jmanningcongagdo+577@gmail.com,"#N/A","#N/A",Robbie,"#N/A","#N/A",Stan,"#N/A",CARODA,Australia,"#N/A","#N/A","#N/A","#N/A",NSW,32 Railway Street,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",2347,"#N/A","#N/A",2028edef-a2c5-470e-9b91-496795d5b04c,(03) 5338 3959,"#N/A","#N/A",CEO,Prodly,"#N/A","#N/A",false,false
08e03402-62d0-4ac1-a3d6-32ec514a5eb2,290a3628-f7c8-4c17-a72f-6bf104afbb62,"#N/A","#N/A","#N/A","#N/A","#N/A",jmanningcongagdo+28@gmail.com,"#N/A","#N/A",Aundrea,"#N/A","#N/A",Tirrell,"#N/A",BARTON BENDISH,UK,"#N/A","#N/A","#N/A",PE33 1YD,"#N/A",97 Gordon Terrace,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",2028edef-a2c5-470e-9b91-496795d5b04c,070 4352 5277,"#N/A","#N/A",CFO,Prodly,"#N/A","#N/A",false,false
093dacce-13bb-4a5f-96b3-f9cdcc02c1e5,f8083dae-35ac-42db-92b5-ca8dbcac5f7b,"#N/A","#N/A","#N/A","#N/A","#N/A",jmanningcongagdo+301@gmail.com,"#N/A","#N/A",Sukey,"#N/A","#N/A",Osbert,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",2028edef-a2c5-470e-9b91-496795d5b04c,(484)576-8708,"#N/A","#N/A",CTO,Prodly,"#N/A","#N/A",false,false
09510c9a-2b7e-4de3-93ab-8a6de45fde77,ba1218df-4221-4426-b663-474dbe1dc0c5,"#N/A","#N/A","#N/A","#N/A","#N/A",jmanningcongagdo+70@gmail.com,"#N/A","#N/A",Patti,"#N/A","#N/A",Grantham,"#N/A",London,UK,"#N/A","#N/A","#N/A",SW6 0EP,"#N/A",39 Crown Street,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",2028edef-a2c5-470e-9b91-496795d5b04c,077 6365 8742,"#N/A","#N/A",SVP,Prodly,"#N/A","#N/A",false,false
09a3ca8d-87b4-4cff-a3c7-6d7f375f030b,0c042a45-63fb-465c-9288-48041bdcfe02,"#N/A",(03) 7056 8401,"#N/A",Marketing,"#N/A",jmanningcongagdo+8@gmail.com,"#N/A",(03) 7056 8401,Elsi,"#N/A","#N/A",Shea,"#N/A",Melbourne,Australia,"#N/A","#N/A","#N/A",3000,VIC,200 Elizabeth Street,0423 450 122,Melbourne,Australia,"#N/A","#N/A","#N/A","#N/A",3000,VIC,200 Elizabeth Street,2028edef-a2c5-470e-9b91-496795d5b04c,(03) 7056 8401,"#N/A","#N/A",SVP of Marketing,Prodly,"#N/A","#N/A",false,false
09ded50c-0fc7-4892-93c1-c419d40c4e8c,77b9ab17-f3b2-4e50-836f-bda78d04a97e,"#N/A","#N/A","#N/A","#N/A","#N/A",jmanningcongagdo+578@gmail.com,"#N/A","#N/A",Sisile,"#N/A","#N/A",Yuri,"#N/A",GLENTHOMPSON,Australia,"#N/A","#N/A","#N/A","#N/A",VIC,26 Dalgarno Street,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",3293,"#N/A","#N/A",2028edef-a2c5-470e-9b91-496795d5b04c,(03) 5338 3960,"#N/A","#N/A",CFO,Prodly,"#N/A","#N/A",false,false
0a960bf3-b5ae-4aec-8bc9-da6627bb34ae,fcca0a52-9e35-4183-97e0-c51aed1b2a83,"#N/A","#N/A","#N/A","#N/A","#N/A",jmanningcongagdo+255@gmail.com,"#N/A","#N/A",Elsi,"#N/A","#N/A",Bennie,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",2028edef-a2c5-470e-9b91-496795d5b04c,202-555-0110,"#N/A","#N/A",COO,Prodly,"#N/A","#N/A",false,false
0aa87417-3a5b-4a09-9a3c-8efa50a615df,90345291-6693-4362-8747-f427d8fd6c79,"#N/A","#N/A","#N/A","#N/A","#N/A",jmanningcongagdo+416@gmail.com,"#N/A","#N/A",Chere,"#N/A","#N/A",Loydie,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",2028edef-a2c5-470e-9b91-496795d5b04c,(247) 387-5114,"#N/A","#N/A","EVP, General Counsel",Prodly,"#N/A","#N/A",false,false
0af70b97-28f3-4aaa-8c24-04ba1f04804f,7da5c15d-6f21-4b3a-82ef-56d470b4448c,"#N/A","#N/A",1991-09-30,"#N/A","#N/A",jmanningcongagdo+272@gmail.com,"#N/A","#N/A",Auberta,"#N/A","#N/A",Phil,"#N/A",Sydney,Australia,"#N/A","#N/A","#N/A",2000,NSW,201 Sussex Street,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",2028edef-a2c5-470e-9b91-496795d5b04c,(877) 849-5457,"#N/A","#N/A",CCO,Prodly,"#N/A","#N/A",false,false
0b954617-ccc7-48c0-a1ad-84ded75f285f,aeb983d0-54fb-4635-b54b-364ec76f27e3,"#N/A","#N/A","#N/A","#N/A","#N/A",jmanningcongagdo+198@gmail.com,"#N/A","#N/A",Jodie,"#N/A","#N/A",Falito,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",2028edef-a2c5-470e-9b91-496795d5b04c,202-555-0105,"#N/A","#N/A",CEO,Prodly,"#N/A","#N/A",false,false
0d1d5ef8-3d37-4aad-9628-cd21c8feecb0,0c042a45-63fb-465c-9288-48041bdcfe02,"#N/A","#N/A","#N/A","#N/A","#N/A",jmanningcongagdo+856@gmail.com,"#N/A","#N/A",Hephzibah,"#N/A","#N/A",Brucie,"#N/A",CARODA,Australia,"#N/A","#N/A","#N/A","#N/A",NSW,26 Dalgarno Street,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",2347,"#N/A","#N/A",2028edef-a2c5-470e-9b91-496795d5b04c,(03) 5338 4065,"#N/A","#N/A",CFO,Prodly,"#N/A","#N/A",false,false
0d440919-dddf-4bc3-8b1e-cc7f13567e39,99d912bf-1555-48fc-aa0c-bb29f33ac04e,"#N/A","#N/A","#N/A","#N/A","#N/A",jmanningcongagdo+561@gmail.com,"#N/A","#N/A",Nikolia,"#N/A","#N/A",Raffaello,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",2028edef-a2c5-470e-9b91-496795d5b04c,+33 0 1 42 14 20 00,"#N/A","#N/A",COO,Prodly,"#N/A","#N/A",false,false
0d4dcba1-1adf-4251-b5bf-14e10d6950a9,03ddb60d-f4fe-4b74-a093-1ef422804f18,"#N/A","#N/A","#N/A","#N/A","#N/A",jmanningcongagdo+445@gmail.com,"#N/A","#N/A",Linnet,"#N/A","#N/A",Alva,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",2028edef-a2c5-470e-9b91-496795d5b04c,(826) 246-3244,"#N/A","#N/A","Executive Vice President, External Affairs",Prodly,"#N/A","#N/A",false,false
0daf93ad-b01a-4634-8d8b-34d1bf20488c,e3f3fd57-0b0e-414b-bc2b-bccce926853e,"#N/A","#N/A","#N/A","#N/A","#N/A",jmanningcongagdo+655@gmail.com,"#N/A","#N/A",Nicol,"#N/A","#N/A",Frederich,"#N/A",KALANG,Australia,"#N/A","#N/A","#N/A","#N/A",NSW,26 Dalgarno Street,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",2454,"#N/A","#N/A",2028edef-a2c5-470e-9b91-496795d5b04c,(03) 5338 3981,"#N/A","#N/A",CFO,Prodly,"#N/A","#N/A",false,false
0de956d6-c4c8-4280-bf46-8dba2d2dd942,52432588-6b42-40fa-87c2-26153822c403,"#N/A","#N/A","#N/A","#N/A","#N/A",jmanningcongagdo+621@gmail.com,"#N/A","#N/A",Pauli,"#N/A","#N/A",Urbano,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",2028edef-a2c5-470e-9b91-496795d5b04c,+81 725 925939,"#N/A","#N/A",CIO,Prodly,"#N/A","#N/A",false,false
0dfff3fa-c165-4df0-9b72-390e46ae8a14,99d912bf-1555-48fc-aa0c-bb29f33ac04e,"#N/A","#N/A","#N/A","#N/A","#N/A",jmanningcongagdo+117@gmail.com,"#N/A","#N/A",Bridgette,"#N/A","#N/A",Jermain,"#N/A",Marple,UK,"#N/A","#N/A","#N/A",SK6 4HJ,"#N/A",14 Ross Road,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",2028edef-a2c5-470e-9b91-496795d5b04c,84 0017 4455,"#N/A","#N/A",CEO,Prodly,"#N/A","#N/A",false,false
0e2fbe6d-7bc1-4d2c-9277-4aca5bb4cfcd,99d912bf-1555-48fc-aa0c-bb29f33ac04e,"#N/A","#N/A","#N/A","#N/A","#N/A",jmanningcongagdo+118@gmail.com,"#N/A","#N/A",Pearline,"#N/A","#N/A",Guilbert,"#N/A",BARTON BENDISH,UK,"#N/A","#N/A","#N/A",PE33 1YD,"#N/A",97 Gordon Terrace,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",2028edef-a2c5-470e-9b91-496795d5b04c,76 4352 5277,"#N/A","#N/A",CFO,Prodly,"#N/A","#N/A",false,false
0e73d491-4b37-4222-aa4b-c8d1e0473e13,1dec2498-f64f-4cb5-90aa-c2b5e880ba5b,"#N/A","#N/A","#N/A","#N/A","#N/A",jmanningcongagdo+857@gmail.com,"#N/A","#N/A",Penelopa,"#N/A","#N/A",Shurlock,"#N/A",GLENTHOMPSON,Australia,"#N/A","#N/A","#N/A","#N/A",VIC,88 Bailey Street,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",3293,"#N/A","#N/A",2028edef-a2c5-470e-9b91-496795d5b04c,(03) 5338 4066,"#N/A","#N/A",SVP,Prodly,"#N/A","#N/A",false,false
0ea1ea92-faf2-4771-a488-8e9c40f856b2,1ad637c2-4c0f-4c88-8473-8cd25f99be38,"#N/A","#N/A","#N/A","#N/A","Hugh Johnston is vice chairman and chief financial officer of PepsiCo, a global food and beverage company with net revenues of more than $63 billion in 2015 and a product portfolio that includes 22 brands that generate more than $1 billion each in estimated annual retail sales.",jmanningcongagdo+465@gmail.com,"#N/A","#N/A",Silvie,"#N/A","#N/A",Curt,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",2028edef-a2c5-470e-9b91-496795d5b04c,(477) 129-7674,"#N/A","#N/A",CFO,Prodly,"#N/A","#N/A",false,false
1040a187-0e11-497e-aad3-0cb32534ecb2,9a514241-093d-4f35-ae33-0849e178c58f,"#N/A","#N/A","#N/A","#N/A","Born in Wichita, Kansas, Darren Woods is a graduate of Texas A&M University, where he earned a Bachelor of Science degree in electrical engineering. He also holds a Master of Business Administration degree from Northwestern's Kellogg School of Management in Evanston, Illinois.",jmanningcongagdo+594@gmail.com,"#N/A","#N/A",Joellyn,"#N/A","#N/A",Loren,"#N/A",Arlington,USA,"#N/A","#N/A","#N/A",76011,TX,1 AT&T Way,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",2028edef-a2c5-470e-9b91-496795d5b04c,(323) 387-7082,"#N/A","#N/A",CEO,Prodly,"#N/A","#N/A",false,false
10588fae-33a2-4e7b-8ba0-f7971eac3fd9,f31be84d-cfce-4a77-b397-ee6be89ae0bc,"#N/A","#N/A","#N/A","#N/A","#N/A",jmanningcongagdo+508@gmail.com,"#N/A","#N/A",Mikaela,"#N/A","#N/A",Kylie,"#N/A",KALANG,Australia,"#N/A","#N/A","#N/A","#N/A",NSW,88 Bailey Street,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",2454,"#N/A","#N/A",2028edef-a2c5-470e-9b91-496795d5b04c,(03) 5338 3940,"#N/A","#N/A",SVP,Prodly,"#N/A","#N/A",false,false
10a40b1f-5469-440c-a7ec-b90d57b1297f,8d0da2da-775f-4aaa-82be-423c3321cb52,"#N/A","#N/A","#N/A","#N/A","#N/A",jmanningcongagdo+683@gmail.com,"#N/A","#N/A",Tracy,"#N/A","#N/A",Marlow,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",2028edef-a2c5-470e-9b91-496795d5b04c,+81 725 925939,"#N/A","#N/A",CIO,Prodly,"#N/A","#N/A",false,false
10abebbe-365e-45c4-a22b-58eb1b73f9c4,13816734-3b3e-4d47-9fff-87c92016ac69,"#N/A","#N/A","#N/A","#N/A","#N/A",jmanningcongagdo+277@gmail.com,"#N/A","#N/A",Madge,"#N/A","#N/A",Gay,"#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A","#N/A",2028edef-a2c5-470e-9b91-496795d5b04c,(881) 619-2143,"#N/A","#N/A",Vice President-Transportation,Prodly,"#N/A","#N/A",false,false
